Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5
E0,10/09/11,Stoke,Liverpool,1,0,1,0,225,230,125,120,-133
E0,10/09/11,Sunderland,Chelsea,1,2,0,1,400,275,-143,106,-114
E0,10/09/11,Wolves,Tottenham,0,2,0,0,200,225,140,101,-106
E0,11/09/11,Fulham,Blackburn,1,1,1,1,-149,260,450,108,-119
E0,11/09/11,Norwich,West Brom,0,1,0,1,150,225,188,102,-109
E0,12/09/11,QPR,Newcastle,0,0,0,0,140,225,200,125,-137
E0,17/09/11,Aston Villa,Newcastle,1,1,1,0,-110,240,320,102,-106
E0,17/09/11,Blackburn,Arsenal,4,3,1,2,320,240,-110,101,-110
E0,17/09/11,Bolton,Norwich,1,2,0,2,-125,260,360,-116,110
E0,17/09/11,Everton,Wigan,3,1,1,1,-200,300,600,-102,-106
E0,17/09/11,Swansea,West Brom,3,0,2,0,163,220,175,125,-137
E0,17/09/11,Wolves,QPR,0,3,0,2,-110,240,320,111,-120
E0,18/09/11,Fulham,Man City,2,2,0,1,550,280,-175,-108,100
E0,18/09/11,Man United,Chelsea,3,1,3,0,-120,250,350,101,-108
E0,18/09/11,Sunderland,Stoke,4,0,3,0,140,220,210,143,-143
E0,18/09/11,Tottenham,Liverpool,4,0,1,0,163,240,163,100,-105
E0,24/09/11,Arsenal,Bolton,3,0,0,0,-227,350,600,-159,143
E0,24/09/11,Chelsea,Swansea,4,1,2,0,-500,550,1400,-200,174
E0,24/09/11,Liverpool,Wolves,2,1,2,0,-278,350,900,-122,116
E0,24/09/11,Man City,Everton,2,0,0,0,-227,333,650,-139,125
E0,24/09/11,Newcastle,Blackburn,3,1,2,1,-120,250,350,106,-114
E0,24/09/11,Stoke,Man United,1,1,0,1,550,300,-189,-115,110
E0,24/09/11,West Brom,Fulham,0,0,0,0,130,225,225,117,-128
E0,24/09/11,Wigan,Tottenham,1,2,0,2,300,250,-110,-104,-104
E0,25/09/11,QPR,Aston Villa,1,1,0,0,130,225,220,135,-137
E0,26/09/11,Norwich,Sunderland,2,1,1,0,150,240,180,106,-116
E0,01/10/11,Aston Villa,Wigan,2,0,1,0,-161,275,500,-106,-104
E0,01/10/11,Blackburn,Man City,0,4,0,0,550,275,-175,-133,128
E0,01/10/11,Everton,Liverpool,0,2,0,0,210,220,140,117,-128
E0,01/10/11,Man United,Norwich,2,0,0,0,-588,600,1600,-270,225
E0,01/10/11,Sunderland,West Brom,2,2,2,2,125,240,220,114,-118
E0,01/10/11,Wolves,Newcastle,1,2,0,2,150,225,188,115,-120
E0,02/10/11,Bolton,Chelsea,1,5,0,4,550,300,-189,-139,130
E0,02/10/11,Fulham,QPR,6,0,3,0,100,230,300,125,-125
E0,02/10/11,Swansea,Stoke,2,0,1,0,163,225,175,143,-143
E0,02/10/11,Tottenham,Arsenal,2,1,1,0,110,240,250,-141,128
E0,15/10/11,Chelsea,Everton,3,1,2,0,-278,350,900,-135,128
E0,15/10/11,Liverpool,Man United,1,1,0,0,200,230,140,-102,-106
E0,15/10/11,Man City,Aston Villa,4,1,1,0,-303,400,900,-147,142
E0,15/10/11,Norwich,Swansea,3,1,2,1,120,230,240,110,-116
E0,15/10/11,QPR,Blackburn,1,1,1,1,-120,250,350,100,-105
E0,15/10/11,Stoke,Fulham,2,0,0,0,120,220,250,138,-143
E0,15/10/11,Wigan,Bolton,1,3,1,2,130,230,220,100,100
E0,16/10/11,Arsenal,Sunderland,2,1,1,1,-227,333,650,-139,128
E0,16/10/11,Newcastle,Tottenham,2,2,0,1,200,230,140,-114,106
E0,16/10/11,West Brom,Wolves,2,0,1,0,100,230,300,102,-109
E0,22/10/11,Aston Villa,West Brom,1,2,1,1,100,230,300,107,-110
E0,22/10/11,Bolton,Sunderland,0,2,0,0,120,220,250,100,-101
E0,22/10/11,Liverpool,Norwich,1,1,1,0,-345,450,1000,-143,140
E0,22/10/11,Newcastle,Wigan,1,0,0,0,-175,280,550,-110,103
E0,22/10/11,Wolves,Swansea,2,2,0,2,100,240,280,109,-114
E0,23/10/11,Arsenal,Stoke,3,1,1,1,-189,300,550,-115,111
E0,23/10/11,Blackburn,Tottenham,1,2,1,1,300,250,-110,-118,112
E0,23/10/11,Fulham,Everton,1,3,0,1,125,225,230,135,-143
E0,23/10/11,Man United,Man City,1,6,0,1,100,240,280,-122,118
E0,23/10/11,QPR,Chelsea,1,0,1,0,850,400,-303,-135,132
E0,29/10/11,Chelsea,Arsenal,3,5,2,1,-161,300,450,-133,130
E0,29/10/11,Everton,Man United,0,1,0,1,350,260,-125,-110,106
E0,29/10/11,Man City,Wolves,3,1,0,0,-588,600,1800,-222,200
E0,29/10/11,Norwich,Blackburn,3,3,0,1,-110,260,300,-105,103
E0,29/10/11,Sunderland,Aston Villa,2,2,1,1,110,230,260,115,-118
E0,29/10/11,Swansea,Bolton,3,1,0,0,110,230,260,-105,-102
E0,29/10/11,West Brom,Liverpool,0,2,0,2,300,230,100,109,-119
E0,29/10/11,Wigan,Fulham,0,2,0,1,188,225,150,124,-133
E0,30/10/11,Tottenham,QPR,3,1,2,0,-278,375,800,-154,143
E0,31/10/11,Stoke,Newcastle,1,3,0,2,110,220,280,133,-137
E0,05/11/11,Arsenal,West Brom,3,0,2,0,-250,350,750,-154,140
E0,05/11/11,Aston Villa,Norwich,3,2,1,1,-120,250,350,-109,103
E0,05/11/11,Blackburn,Chelsea,0,1,0,0,650,333,-227,-154,150
E0,05/11/11,Liverpool,Swansea,0,0,0,0,-345,450,900,-147,130
E0,05/11/11,Man United,Sunderland,1,0,1,0,-400,450,1200,-179,175
E0,05/11/11,Newcastle,Everton,2,1,2,1,125,225,230,112,-123
E0,05/11/11,QPR,Man City,2,3,1,1,900,400,-303,-167,155
E0,06/11/11,Bolton,Stoke,5,0,2,0,140,230,200,-103,-102
E0,06/11/11,Fulham,Tottenham,1,3,0,2,225,230,125,-106,101
E0,06/11/11,Wolves,Wigan,3,1,1,1,-110,230,333,105,-114
E0,19/11/11,Everton,Wolves,2,1,1,1,-175,275,550,-110,102
E0,19/11/11,Man City,Newcastle,3,1,2,0,-333,450,900,-175,156
E0,19/11/11,Norwich,Arsenal,1,2,1,1,450,260,-149,-149,150
E0,19/11/11,Stoke,QPR,2,3,1,2,-120,250,350,115,-122
E0,19/11/11,Sunderland,Fulham,0,0,0,0,130,225,220,118,-125
E0,19/11/11,Swansea,Man United,0,1,0,1,550,320,-200,-112,105
E0,19/11/11,West Brom,Bolton,2,1,1,1,100,240,280,-116,109
E0,19/11/11,Wigan,Blackburn,3,3,2,1,150,225,188,-105,-103
E0,20/11/11,Chelsea,Liverpool,1,2,0,1,-120,250,350,-108,103
E0,21/11/11,Tottenham,Aston Villa,2,0,2,0,-175,300,500,-149,146
E0,26/11/11,Arsenal,Fulham,1,1,0,0,-227,320,700,-141,133
E0,26/11/11,Bolton,Everton,0,2,0,0,210,225,138,-110,102
E0,26/11/11,Chelsea,Wolves,3,0,3,0,-455,500,1400,-182,163
E0,26/11/11,Man United,Newcastle,1,1,0,0,-250,350,750,-133,123
E0,26/11/11,Norwich,QPR,2,1,1,0,110,240,250,-111,103
E0,26/11/11,Stoke,Blackburn,3,1,1,0,-120,250,350,-104,-103
E0,26/11/11,Sunderland,Wigan,1,2,1,1,-149,260,450,-103,-105
E0,26/11/11,West Brom,Tottenham,1,3,1,1,300,260,-110,-119,112
E0,27/11/11,Liverpool,Man City,1,1,1,1,175,220,163,-110,101
E0,27/11/11,Swansea,Aston Villa,0,0,0,0,120,225,240,112,-120
E0,03/12/11,Aston Villa,Man United,0,1,0,1,400,260,-137,-104,100
E0,03/12/11,Blackburn,Swansea,4,2,2,1,110,240,250,102,-105
E0,03/12/11,Man City,Norwich,5,1,1,0,-588,600,1600,-233,210
E0,03/12/11,Newcastle,Chelsea,0,3,0,1,250,240,110,102,-106
E0,03/12/11,QPR,West Brom,1,1,1,0,125,230,225,105,-112
E0,03/12/11,Tottenham,Bolton,3,0,1,0,-333,400,1100,-200,177
E0,03/12/11,Wigan,Arsenal,0,4,0,2,500,300,-175,-139,130
E0,04/12/11,Everton,Stoke,0,1,0,1,-149,260,450,115,-112
E0,04/12/11,Wolves,Sunderland,2,1,0,0,140,230,200,110,-118
E0,05/12/11,Fulham,Liverpool,1,0,0,0,250,240,110,118,-125
E0,10/12/11,Arsenal,Everton,1,0,0,0,-189,300,550,-122,118
E0,10/12/11,Bolton,Aston Villa,1,2,0,2,150,230,188,-110,104
E0,10/12/11,Liverpool,QPR,1,0,0,0,-303,400,900,-135,128
E0,10/12/11,Man United,Wolves,4,1,2,0,-455,500,1400,-164,150
E0,10/12/11,Norwich,Newcastle,4,2,1,1,140,240,188,-118,110
E0,10/12/11,Swansea,Fulham,2,0,0,0,163,225,175,135,-143
E0,10/12/11,West Brom,Wigan,1,2,1,1,-149,280,425,-104,-101
E0,11/12/11,Stoke,Tottenham,2,1,2,0,275,250,100,-104,100
E0,11/12/11,Sunderland,Blackburn,2,1,0,1,-120,250,350,-112,109
E0,12/12/11,Chelsea,Man City,2,1,1,1,140,230,200,-118,111
E0,17/12/11,Blackburn,West Brom,1,2,0,0,138,230,200,-127,118
E0,17/12/11,Everton,Norwich,1,1,0,1,-161,275,500,-118,115
E0,17/12/11,Fulham,Bolton,2,0,2,0,-161,275,500,-111,111
E0,17/12/11,Newcastle,Swansea,0,0,0,0,-125,260,350,-106,106
E0,17/12/11,Wigan,Chelsea,1,1,0,0,800,375,-278,-141,136
E0,17/12/11,Wolves,Stoke,1,2,1,0,150,225,188,108,-115
E0,18/12/11,Aston Villa,Liverpool,0,2,0,2,320,240,-110,122,-125
E0,18/12/11,Man City,Arsenal,1,0,0,0,-137,275,350,-137,136
E0,18/12/11,QPR,Man United,0,2,0,1,650,333,-227,-116,112
E0,18/12/11,Tottenham,Sunderland,1,0,0,0,-278,375,800,-143,140
E0,20/12/11,Blackburn,Bolton,1,2,0,2,110,240,250,-125,120
E0,20/12/11,Wolves,Norwich,2,2,1,1,100,250,275,-120,115
E0,21/12/11,Aston Villa,Arsenal,1,2,0,1,400,260,-137,-120,111
E0,21/12/11,Everton,Swansea,1,0,0,0,-175,275,550,114,-120
E0,21/12/11,Fulham,Man United,0,5,0,3,400,260,-137,105,-110
E0,21/12/11,Man City,Stoke,3,0,2,0,-455,500,1400,-182,170
E0,21/12/11,Newcastle,West Brom,2,3,1,2,100,250,275,-105,102
E0,21/12/11,QPR,Sunderland,2,3,0,1,150,230,188,112,-119
E0,21/12/11,Wigan,Liverpool,0,0,0,0,600,300,-200,108,-111
E0,22/12/11,Tottenham,Chelsea,1,1,1,1,160,240,170,-118,111
E0,26/12/11,Bolton,Newcastle,0,2,0,0,150,240,180,-137,124
E0,26/12/11,Chelsea,Fulham,1,1,0,0,-333,400,1100,-133,122
E0,26/12/11,Liverpool,Blackburn,1,1,0,1,-400,450,1200,-154,149
E0,26/12/11,Man United,Wigan,5,0,2,0,-714,650,2000,-200,175
E0,26/12/11,Stoke,Aston Villa,0,0,0,0,-110,240,320,116,-118
E0,26/12/11,Sunderland,Everton,1,1,1,0,140,225,200,120,-125
E0,26/12/11,West Brom,Man City,0,0,0,0,600,350,-227,-154,141
E0,27/12/11,Arsenal,Wolves,1,1,1,1,-455,500,1400,-189,166
E0,27/12/11,Norwich,Tottenham,0,2,0,0,350,260,-125,-147,135
E0,27/12/11,Swansea,QPR,1,1,1,0,100,240,280,115,-125
E0,30/12/11,Liverpool,Newcastle,3,1,1,1,-189,300,550,106,-110
E0,31/12/11,Arsenal,QPR,1,0,0,0,-400,450,1200,-156,140
E0,31/12/11,Bolton,Wolves,1,1,1,0,120,225,240,-125,116
E0,31/12/11,Chelsea,Aston Villa,1,3,1,1,-345,400,1200,-154,145
E0,31/12/11,Man United,Blackburn,2,3,0,1,-769,700,2500,-227,210
E0,31/12/11,Norwich,Fulham,1,1,0,1,160,225,175,-103,-104
E0,31/12/11,Stoke,Wigan,2,2,0,1,-149,260,450,100,-103
E0,31/12/11,Swansea,Tottenham,1,1,0,1,450,260,-149,-110,102
E0,01/01/12,Sunderland,Man City,1,0,0,0,550,300,-189,-123,120
E0,01/01/12,West Brom,Everton,0,1,0,0,160,225,175,120,-125
E0,02/01/12,Aston Villa,Swansea,0,2,0,1,-120,240,375,125,-132
E0,02/01/12,Blackburn,Stoke,1,2,0,2,150,225,188,-103,-102
E0,02/01/12,Fulham,Arsenal,2,1,0,1,300,250,-110,-104,-102
E0,02/01/12,QPR,Norwich,1,2,1,1,110,240,250,102,-106
E0,02/01/12,Wolves,Chelsea,1,2,0,0,500,300,-175,-119,110
E0,03/01/12,Man City,Liverpool,3,0,2,0,-110,240,320,114,-110
E0,03/01/12,Tottenham,West Brom,1,0,0,0,-303,400,900,-149,152
E0,03/01/12,Wigan,Sunderland,1,4,0,1,163,225,175,117,-125
E0,04/01/12,Everton,Bolton,1,2,0,0,-200,300,600,-108,-102
E0,04/01/12,Newcastle,Man United,3,0,1,0,400,260,-137,-105,100
E0,11/01/12,Tottenham,Everton,2,0,1,0,-189,280,600,100,-106
E0,14/01/12,Aston Villa,Everton,1,1,0,0,140,225,200,133,-139
E0,14/01/12,Blackburn,Fulham,3,1,1,0,200,230,138,102,-106
E0,14/01/12,Chelsea,Sunderland,1,0,1,0,-250,350,750,-137,133
E0,14/01/12,Liverpool,Stoke,0,0,0,0,-250,333,800,-106,101
E0,14/01/12,Man United,Bolton,3,0,1,0,-714,700,1600,-250,230
E0,14/01/12,Tottenham,Wolves,1,1,0,1,-400,450,1200,-167,162
E0,14/01/12,West Brom,Norwich,1,2,0,1,100,240,280,-118,110
E0,15/01/12,Newcastle,QPR,1,0,1,0,-137,260,400,102,-105
E0,15/01/12,Swansea,Arsenal,3,2,1,1,375,250,-125,106,-110
E0,16/01/12,Wigan,Man City,0,1,0,1,800,333,-250,-141,137
E0,21/01/12,Bolton,Liverpool,3,1,2,1,500,275,-161,-112,108
E0,21/01/12,Everton,Blackburn,1,1,1,0,-189,300,550,-109,104
E0,21/01/12,Fulham,Newcastle,5,2,0,1,100,240,280,115,-118
E0,21/01/12,Norwich,Chelsea,0,0,0,0,450,300,-161,-154,145
E0,21/01/12,QPR,Wigan,3,1,2,0,100,240,280,116,-120
E0,21/01/12,Stoke,West Brom,1,2,0,1,-110,240,320,110,-111
E0,21/01/12,Sunderland,Swansea,2,0,1,0,-110,240,320,128,-135
E0,21/01/12,Wolves,Aston Villa,2,3,2,1,150,225,188,115,-122
E0,22/01/12,Arsenal,Man United,1,2,0,1,180,240,150,-111,115
E0,22/01/12,Man City,Tottenham,3,2,0,0,-110,260,300,-120,112
E0,31/01/12,Everton,Man City,1,0,0,0,333,250,-118,110,-111
E0,31/01/12,Man United,Stoke,2,0,1,0,-303,400,900,-141,135
E0,31/01/12,Swansea,Chelsea,1,1,1,0,300,225,100,118,-125
E0,31/01/12,Tottenham,Wigan,3,1,2,0,-455,500,1400,-161,154
E0,31/01/12,Wolves,Liverpool,0,3,0,0,400,280,-143,105,-109
E0,01/02/12,Aston Villa,QPR,2,2,1,2,-125,250,375,112,-119
E0,01/02/12,Blackburn,Newcastle,0,2,0,1,163,230,170,-118,114
E0,01/02/12,Bolton,Arsenal,0,0,0,0,400,275,-143,-143,140
E0,01/02/12,Fulham,West Brom,1,1,0,0,-120,250,350,102,-106
E0,01/02/12,Sunderland,Norwich,3,0,2,0,-110,250,320,-105,100
E0,04/02/12,Arsenal,Blackburn,7,1,3,1,-345,450,1000,-159,151
E0,04/02/12,Man City,Fulham,3,0,2,0,-333,450,900,-156,146
E0,04/02/12,Norwich,Bolton,2,0,0,0,100,250,275,-122,118
E0,04/02/12,QPR,Wolves,1,2,1,0,-110,260,300,160,100
E0,04/02/12,Stoke,Sunderland,0,1,0,0,125,225,230,117,-122
E0,04/02/12,West Brom,Swansea,1,2,0,0,110,230,260,130,-137
E0,04/02/12,Wigan,Everton,1,1,0,0,250,240,110,115,-122
E0,05/02/12,Chelsea,Man United,3,3,1,0,150,230,188,104,-108
E0,05/02/12,Newcastle,Aston Villa,2,1,1,1,100,240,280,101,-104
E0,06/02/12,Liverpool,Tottenham,0,0,0,0,100,240,280,111,-114
E0,11/02/12,Blackburn,QPR,3,2,3,0,138,230,200,-105,100
E0,11/02/12,Bolton,Wigan,1,2,0,1,100,250,275,-120,116
E0,11/02/12,Everton,Chelsea,2,0,1,0,225,230,125,118,-125
E0,11/02/12,Fulham,Stoke,2,1,2,0,-110,250,300,125,-132
E0,11/02/12,Man United,Liverpool,2,1,0,0,-118,260,333,110,-110
E0,11/02/12,Sunderland,Arsenal,1,2,0,0,250,240,110,102,-105
E0,11/02/12,Swansea,Norwich,2,3,1,0,-120,250,350,100,-103
E0,11/02/12,Tottenham,Newcastle,5,0,4,0,-227,333,650,-133,128
E0,12/02/12,Aston Villa,Man City,0,1,0,0,450,260,-149,-102,-102
E0,12/02/12,Wolves,West Brom,1,5,1,1,150,225,188,-103,103
E0,25/02/12,Chelsea,Bolton,3,0,0,0,-345,450,1000,-169,165
E0,25/02/12,Man City,Blackburn,3,0,1,0,-588,600,1600,-250,235
E0,25/02/12,Newcastle,Wolves,2,2,2,0,-175,300,500,-125,118
E0,25/02/12,QPR,Fulham,0,1,0,1,163,225,175,110,-118
E0,25/02/12,West Brom,Sunderland,4,0,2,0,140,225,200,115,-122
E0,25/02/12,Wigan,Aston Villa,0,0,0,0,175,225,163,112,-118
E0,26/02/12,Arsenal,Tottenham,5,2,2,2,150,240,175,-132,124
E0,26/02/12,Norwich,Man United,1,2,0,1,550,300,-189,-147,138
E0,26/02/12,Stoke,Swansea,2,0,2,0,110,240,250,129,-135
E0,03/03/12,Blackburn,Aston Villa,1,1,0,1,138,240,200,-110,105
E0,03/03/12,Liverpool,Arsenal,1,2,1,1,100,250,275,-110,104
E0,03/03/12,Man City,Bolton,2,0,1,0,-769,750,2000,-286,250
E0,03/03/12,QPR,Everton,1,1,1,1,210,225,138,116,-123
E0,03/03/12,Stoke,Norwich,1,0,0,0,-120,250,350,-104,-102
E0,03/03/12,West Brom,Chelsea,1,0,0,0,320,240,-110,101,-103
E0,03/03/12,Wigan,Swansea,0,2,0,1,150,225,188,115,-122
E0,04/03/12,Fulham,Wolves,5,0,2,0,-175,275,550,-120,116
E0,04/03/12,Newcastle,Sunderland,1,1,0,1,110,240,250,104,-110
E0,04/03/12,Tottenham,Man United,1,3,0,1,188,240,140,-120,116
E0,10/03/12,Aston Villa,Fulham,1,0,0,0,150,225,188,118,-122
E0,10/03/12,Bolton,QPR,2,1,1,0,150,225,188,-105,-101
E0,10/03/12,Chelsea,Stoke,1,0,0,0,-250,350,750,-115,110
E0,10/03/12,Everton,Tottenham,1,0,1,0,188,225,150,115,-119
E0,10/03/12,Sunderland,Liverpool,1,0,0,0,280,240,100,122,-127
E0,10/03/12,Wolves,Blackburn,0,2,0,1,138,230,200,-130,122
E0,11/03/12,Man United,West Brom,2,0,1,0,-345,450,1000,-167,158
E0,11/03/12,Norwich,Wigan,1,1,1,0,-120,260,333,-112,106
E0,11/03/12,Swansea,Man City,1,0,0,0,500,275,-161,-103,100
E0,12/03/12,Arsenal,Newcastle,2,1,1,1,-227,333,650,-143,135
E0,13/03/12,Liverpool,Everton,3,0,1,0,-137,240,450,116,-118
E0,17/03/12,Fulham,Swansea,0,3,0,1,-120,250,350,112,-120
E0,17/03/12,Wigan,West Brom,1,1,0,0,175,230,160,108,-109
E0,18/03/12,Newcastle,Norwich,1,0,1,0,-125,260,350,-130,122
E0,18/03/12,Wolves,Man United,0,5,0,3,800,400,-303,-161,160
E0,20/03/12,Blackburn,Sunderland,2,0,0,0,140,240,188,104,-110
E0,21/03/12,Everton,Arsenal,0,1,0,1,200,240,130,109,-112
E0,21/03/12,Man City,Chelsea,2,1,0,0,-110,260,300,-109,104
E0,21/03/12,QPR,Liverpool,3,2,0,0,400,260,-137,105,-106
E0,21/03/12,Tottenham,Stoke,1,1,0,0,-250,350,750,-127,120
E0,24/03/12,Arsenal,Aston Villa,3,0,2,0,-303,400,900,-132,133
E0,24/03/12,Bolton,Blackburn,2,1,2,0,140,240,190,-118,116
E0,24/03/12,Chelsea,Tottenham,0,0,0,0,-120,260,333,-122,115
E0,24/03/12,Liverpool,Wigan,1,2,0,1,-345,450,1000,-141,138
E0,24/03/12,Norwich,Wolves,2,1,2,1,-137,275,375,-133,125
E0,24/03/12,Stoke,Man City,1,1,0,0,500,275,-161,110,-114
E0,24/03/12,Sunderland,QPR,3,1,1,0,100,240,280,108,-115
E0,24/03/12,Swansea,Everton,0,2,0,0,120,225,240,145,-149
E0,25/03/12,West Brom,Newcastle,1,3,0,3,130,240,210,-102,100
E0,26/03/12,Man United,Fulham,1,0,1,0,-455,500,1400,-159,153
E0,31/03/12,Aston Villa,Chelsea,2,4,0,1,350,250,-120,110,-116
E0,31/03/12,Everton,West Brom,2,0,1,0,-120,250,350,104,-105
E0,31/03/12,Fulham,Norwich,2,1,2,0,-143,275,400,-123,120
E0,31/03/12,Man City,Sunderland,3,3,1,2,-455,550,1100,-164,158
E0,31/03/12,QPR,Arsenal,2,1,1,1,450,320,-175,-128,124
E0,31/03/12,Wigan,Stoke,2,0,0,0,163,225,175,132,-141
E0,31/03/12,Wolves,Bolton,2,3,0,0,130,240,210,-128,121
E0,01/04/12,Newcastle,Liverpool,2,0,1,0,188,240,140,100,-101
E0,01/04/12,Tottenham,Swansea,3,1,1,0,-250,350,750,-119,116
E0,02/04/12,Blackburn,Man United,0,2,0,0,800,375,-278,-154,148
E0,06/04/12,Swansea,Newcastle,0,2,0,1,140,240,188,110,-110
E0,07/04/12,Bolton,Fulham,0,3,0,2,160,230,175,-103,100
E0,07/04/12,Chelsea,Wigan,2,1,0,0,-400,500,1100,-167,156
E0,07/04/12,Liverpool,Aston Villa,1,1,0,1,-227,333,650,-120,118
E0,07/04/12,Norwich,Everton,2,2,1,1,200,230,140,120,-125
E0,07/04/12,Stoke,Wolves,2,1,1,1,-175,300,500,-112,106
E0,07/04/12,Sunderland,Tottenham,0,0,0,0,230,240,120,-109,102
E0,07/04/12,West Brom,Blackburn,3,0,1,0,-110,260,300,-119,114
E0,08/04/12,Arsenal,Man City,1,0,0,0,140,240,188,-123,116
E0,08/04/12,Man United,QPR,2,0,1,0,-588,650,1400,-222,200
E0,09/04/12,Aston Villa,Stoke,1,1,1,0,120,230,240,133,-139
E0,09/04/12,Everton,Sunderland,4,0,0,0,-120,250,350,124,-128
E0,09/04/12,Fulham,Chelsea,1,1,0,1,250,240,110,-110,104
E0,09/04/12,Newcastle,Bolton,2,0,0,0,-189,320,500,-139,130
E0,09/04/12,Tottenham,Norwich,1,2,1,1,-345,450,1000,-196,184
E0,10/04/12,Blackburn,Liverpool,2,3,1,2,250,240,110,-110,104
E0,11/04/12,Man City,West Brom,4,0,1,0,-400,450,1200,-169,165
E0,11/04/12,QPR,Swansea,3,0,1,0,110,240,250,105,-110
E0,11/04/12,Wigan,Man United,1,0,0,0,800,375,-278,-125,125
E0,11/04/12,Wolves,Arsenal,0,3,0,2,600,350,-227,-164,158
E0,14/04/12,Norwich,Man City,1,6,0,2,500,320,-189,-149,150
E0,14/04/12,Sunderland,Wolves,0,0,0,0,-200,320,550,-125,132
E0,14/04/12,Swansea,Blackburn,3,0,2,0,-110,250,300,-110,109
E0,14/04/12,West Brom,QPR,1,0,1,0,110,240,250,-109,104
E0,15/04/12,Man United,Aston Villa,4,0,2,0,-455,550,1200,-175,166
E0,16/04/12,Arsenal,Wigan,1,2,1,2,-400,500,1100,-175,188
E0,21/04/12,Arsenal,Chelsea,0,0,0,0,100,260,260,-112,106
E0,21/04/12,Aston Villa,Sunderland,0,0,0,0,130,230,220,121,-127
E0,21/04/12,Blackburn,Norwich,2,0,1,0,110,240,250,-135,130
E0,21/04/12,Bolton,Swansea,1,1,1,1,120,230,240,-116,111
E0,21/04/12,Fulham,Wigan,2,1,0,0,-110,260,300,-112,106
E0,21/04/12,Newcastle,Stoke,3,0,2,0,-149,275,450,102,-108
E0,21/04/12,QPR,Tottenham,1,0,1,0,300,260,-110,-115,114
E0,22/04/12,Liverpool,West Brom,0,1,0,0,-227,333,650,-137,132
E0,22/04/12,Man United,Everton,4,4,1,1,-333,400,1000,-137,132
E0,22/04/12,Wolves,Man City,0,2,0,1,1100,550,-455,-200,200
E0,24/04/12,Aston Villa,Bolton,1,2,0,0,-110,250,300,100,-104
E0,28/04/12,Everton,Fulham,4,0,3,0,-120,250,350,110,-112
E0,28/04/12,Norwich,Liverpool,0,3,0,2,280,240,100,-123,119
E0,28/04/12,Stoke,Arsenal,1,1,1,1,333,260,-120,102,-104
E0,28/04/12,Sunderland,Bolton,2,2,1,1,100,250,275,-106,102
E0,28/04/12,Swansea,Wolves,4,4,4,2,-189,300,550,-125,120
E0,28/04/12,West Brom,Aston Villa,0,0,0,0,110,240,250,-101,100
E0,28/04/12,Wigan,Newcastle,4,0,4,0,180,240,150,-102,-102
